"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Atp5l",4.30188162178128e-40,0.570691907344394,0.628,0.193,1.42013716098244e-35,"ESCs","Atp5l"
"Asna1",5.65901354194124e-40,0.738087846246129,0.875,0.593,1.86815355046564e-35,"ESCs","Asna1"
"Gm48168",5.74109544899461e-40,0.511321307023795,0.403,0.017,1.8952504296221e-35,"ESCs","Gm48168"
"Igf1r",5.9530503980002e-40,-0.720818921634029,0.119,0.557,1.96522099738783e-35,"ESCs","Igf1r"
"Crabp2",6.24356163959028e-40,-1.66115243118995,0.291,0.662,2.06112456846154e-35,"ESCs","Crabp2"
"Ndn",1.04412089303776e-39,-0.898051536363283,0.172,0.628,3.44685189209625e-35,"ESCs","Ndn"
"Gm15772",1.14355754276019e-39,-0.612842632848094,0.098,0.485,3.77511216015995e-35,"ESCs","Gm15772"
"Gadd45b",1.21404896152789e-39,0.547890431905303,0.46,0.055,4.00781843179586e-35,"ESCs","Gadd45b"
"Hnrnph3",1.21699096218479e-39,-0.741313630685507,0.465,0.792,4.01753056436444e-35,"ESCs","Hnrnph3"
"Tsen34",1.70229087713038e-39,-0.750877247768242,0.517,0.811,5.61960264358279e-35,"ESCs","Tsen34"
"Platr10",1.72690914665912e-39,0.607738079467981,0.523,0.065,5.7008724749511e-35,"ESCs","Platr10"
"Got1",1.99876056553333e-39,0.723214456097604,0.845,0.538,6.59830837893862e-35,"ESCs","Got1"
"Alg13",2.34968317748832e-39,0.772506309162102,0.767,0.336,7.75677410552445e-35,"ESCs","Alg13"
"Zic2",2.76445436534532e-39,-0.722620466586133,0.141,0.525,9.12601675087798e-35,"ESCs","Zic2"
"Lefty2",3.67276884590237e-39,0.716930605183316,0.417,0.031,1.21245445140929e-34,"ESCs","Lefty2"
"Hebp1",4.49287811245016e-39,0.64333630989592,0.581,0.158,1.48318892248205e-34,"ESCs","Hebp1"
"Fkbp6",4.79210324203285e-39,0.501994812584601,0.391,0.019,1.58196912225988e-34,"ESCs","Fkbp6"
"Hdgfl3",6.69182307330905e-39,-0.564841003775782,0.089,0.462,2.20910463296078e-34,"ESCs","Hdgfl3"
"Socs3",6.8927875606766e-39,0.562819242771348,0.445,0.053,2.27544702953056e-34,"ESCs","Socs3"
"Ncam1",7.75523984704279e-39,-0.989408824433971,0.218,0.605,2.56015977830576e-34,"ESCs","Ncam1"
"Elf3",8.89556639886198e-39,0.53999631862626,0.407,0.02,2.93660437959232e-34,"ESCs","Elf3"
"Wnt5a",9.78841762345039e-39,-0.624662226177227,0.016,0.386,3.23135242585344e-34,"ESCs","Wnt5a"
"Pgrmc1",1.14590111904379e-38,-0.766914178222396,0.343,0.725,3.78284877418736e-34,"ESCs","Pgrmc1"
"Zfp57",1.21590172062486e-38,0.662559191425076,0.541,0.102,4.01393476012679e-34,"ESCs","Zfp57"
"Hoxb9",1.62848702965582e-38,-1.16420147284049,0.113,0.544,5.37596138229979e-34,"ESCs","Hoxb9"
"Gadd45gip1",2.00432396271604e-38,0.877016221007799,0.863,0.538,6.6166742657182e-34,"ESCs","Gadd45gip1"
"Mras",2.03866632994192e-38,0.586162684319882,0.49,0.053,6.73004528840425e-34,"ESCs","Mras"
"Hoxc8",2.45565258710026e-38,-1.07626558449557,0.041,0.437,8.10660032053537e-34,"ESCs","Hoxc8"
"Cisd3",3.00702842934959e-38,0.516821922174793,0.494,0.122,9.92680225096886e-34,"ESCs","Cisd3"
"Arih2",3.14195186510639e-38,0.5678658324817,0.615,0.245,1.03722114970892e-33,"ESCs","Arih2"
"Dusp6",4.79691211242798e-38,-0.556590145977577,0.021,0.407,1.58355662655473e-33,"ESCs","Dusp6"
"Zfp703",5.60791116503308e-38,-0.560647960362961,0.026,0.373,1.85128363380072e-33,"ESCs","Zfp703"
"Eid1",7.74002104582926e-38,-0.802250578628493,0.416,0.744,2.55513574764915e-33,"ESCs","Eid1"
"Ly75",8.43862761239644e-38,0.617622994512439,0.519,0.096,2.78575974740431e-33,"ESCs","Ly75"
"S100a10",8.47175649246936e-38,0.702334842277051,0.726,0.234,2.79669625329398e-33,"ESCs","S100a10"
"Chmp2a",8.62724725503788e-38,0.681019475014212,0.904,0.66,2.84802686383311e-33,"ESCs","Chmp2a"
"T",1.00980806737887e-37,-1.16599248469784,0.005,0.363,3.33357839203113e-33,"ESCs","T"
"Hnrnph1",1.49421649774919e-37,-0.855157097014177,0.709,0.918,4.93270750236962e-33,"ESCs","Hnrnph1"
"Ly6a",1.58628336824352e-37,0.76220206167571,0.387,0.002,5.23663865524551e-33,"ESCs","Ly6a"
"Phpt1",3.38797431285847e-37,-0.770713027199623,0.567,0.847,1.11843808016084e-32,"ESCs","Phpt1"
"Prkra",5.17125137773342e-37,-0.594590590981334,0.184,0.573,1.70713350481736e-32,"ESCs","Prkra"
"Fndc3c1",5.6926183261389e-37,-0.525025513006809,0.039,0.419,1.87924716182497e-32,"ESCs","Fndc3c1"
"Rcn2",8.62032308191087e-37,-0.765251314405217,0.331,0.712,2.84574105580042e-32,"ESCs","Rcn2"
"Hipk2",1.24988246881608e-36,-0.710811357579419,0.193,0.573,4.12611200605564e-32,"ESCs","Hipk2"
"Tcf3",1.30589100668656e-36,-0.671185201911163,0.484,0.783,4.31100739127367e-32,"ESCs","Tcf3"
"Gli3",1.58128688720245e-36,-0.564751417789537,0.057,0.441,5.22014427203273e-32,"ESCs","Gli3"
"Mapt",1.63334344215616e-36,0.532939190783041,0.472,0.074,5.39199337124591e-32,"ESCs","Mapt"
"Ctxn1",1.79400506867455e-36,-0.628351312197237,0.094,0.5,5.92236953270842e-32,"ESCs","Ctxn1"
"Plekho1",2.38046047529152e-36,-0.515388406475746,0.055,0.409,7.85837612103236e-32,"ESCs","Plekho1"
"Rcbtb2",2.86837684641625e-36,-0.698570183477068,0.084,0.552,9.46908564538933e-32,"ESCs","Rcbtb2"
"Pafah1b2",4.73024521280302e-36,-0.731897652406839,0.391,0.739,1.56154854965053e-31,"ESCs","Pafah1b2"
"Ash2l",6.19166751081989e-36,0.738323748049894,0.933,0.705,2.04399327867186e-31,"ESCs","Ash2l"
"Maged1",6.6610767695997e-36,-0.823125230965781,0.538,0.825,2.19895466318025e-31,"ESCs","Maged1"
"Pafah1b3",8.62641720893006e-36,-0.759166252579245,0.612,0.857,2.84775284901199e-31,"ESCs","Pafah1b3"
"Nmral1",1.16114994512322e-35,-0.737643333015959,0.26,0.645,3.83318819884077e-31,"ESCs","Nmral1"
"Exosc2",1.23161017169649e-35,1.02721974559074,0.797,0.518,4.06579149880444e-31,"ESCs","Exosc2"
"Vezf1",1.28271112262499e-35,-0.680783410453739,0.279,0.65,4.23448595800963e-31,"ESCs","Vezf1"
"Fbn2",1.87590830155975e-35,-0.958107581773365,0.073,0.429,6.19274848510905e-31,"ESCs","Fbn2"
"Khdrbs1",2.50646442326663e-35,-0.70461024100543,0.648,0.869,8.2743403540878e-31,"ESCs","Khdrbs1"
"Hes7",2.87366428887616e-35,-0.939972626440633,0.001,0.345,9.48654055043797e-31,"ESCs","Hes7"
"Tcf12",3.54071056902962e-35,-0.715825394055072,0.17,0.594,1.16885937304806e-30,"ESCs","Tcf12"
"Zbtb12",3.55457917577017e-35,-0.714648955379093,0.257,0.659,1.17343767750525e-30,"ESCs","Zbtb12"
"Rnasek",3.75582822404441e-35,0.681741237072646,0.871,0.606,1.23987401332154e-30,"ESCs","Rnasek"
"Bin1",6.47348772974437e-35,-0.522193386384099,0.087,0.471,2.13702776934321e-30,"ESCs","Bin1"
"Tspan6",8.88946789671154e-35,-0.684327963428124,0.095,0.519,2.93459114206241e-30,"ESCs","Tspan6"
"Car14",1.02856865731015e-34,-0.564019873047287,0.023,0.407,3.39551085151225e-30,"ESCs","Car14"
"Gtf2i",1.1018580453539e-34,-0.766002764241712,0.457,0.8,3.6374537793223e-30,"ESCs","Gtf2i"
"Ccnd3",1.94367899957166e-34,0.69794061832574,0.872,0.648,6.41647311338597e-30,"ESCs","Ccnd3"
"Wdr76",2.48513958147548e-34,0.608526745268527,0.666,0.311,8.20394278636685e-30,"ESCs","Wdr76"
"Zfp978",3.00632426224057e-34,0.553693687948175,0.435,0.044,9.92447765450856e-30,"ESCs","Zfp978"
"Tada3",3.96758947235665e-34,0.609491401819037,0.667,0.295,1.30978063661438e-29,"ESCs","Tada3"
"Gm28438",5.30169762859096e-34,-0.650952064524589,0.557,0.793,1.75019642115045e-29,"ESCs","Gm28438"
"Armcx2",8.15628998844586e-34,-0.542483044422745,0.101,0.489,2.69255445098575e-29,"ESCs","Armcx2"
"Prdx4",8.28042136696079e-34,-0.823767011561034,0.689,0.896,2.73353270166109e-29,"ESCs","Prdx4"
"Nrep",8.81651092842381e-34,-0.722465009587612,0.108,0.442,2.91050658769127e-29,"ESCs","Nrep"
"Trim25",1.26263272972584e-33,0.517411101692861,0.467,0.084,4.16820316737094e-29,"ESCs","Trim25"
"C130089K02Rik",1.29926930837857e-33,-0.520552891782633,0.011,0.361,4.28914784081934e-29,"ESCs","C130089K02Rik"
"Nfe2l2",2.06483630365202e-33,0.557044738629883,0.625,0.257,6.81643760561604e-29,"ESCs","Nfe2l2"
"Ralbp1",2.2150318463082e-33,0.691007392820993,0.882,0.597,7.31226313103262e-29,"ESCs","Ralbp1"
"Tdrd12",2.45874495756534e-33,0.537053591830093,0.416,0.039,8.11680885391469e-29,"ESCs","Tdrd12"
"Tagln2",2.75297272739679e-33,0.71944385454935,0.844,0.491,9.0881135676823e-29,"ESCs","Tagln2"
"Ptprs",3.02159538839737e-33,-0.567506113536869,0.254,0.603,9.97489069617741e-29,"ESCs","Ptprs"
"Lima1",4.14838063221836e-33,0.610008712960104,0.573,0.204,1.36946341430793e-28,"ESCs","Lima1"
"Arid2",4.30994221858272e-33,-0.517863713521475,0.266,0.591,1.42279812519853e-28,"ESCs","Arid2"
"Lhpp",4.98218613975896e-33,-0.61874927991857,0.096,0.436,1.64471928845723e-28,"ESCs","Lhpp"
"Ddah2",5.64417361457304e-33,-0.879664371213625,0.635,0.84,1.86325459364285e-28,"ESCs","Ddah2"
"Dnajc9",6.89457557859989e-33,-0.727013807655651,0.638,0.861,2.27603729000739e-28,"ESCs","Dnajc9"
"Helb",7.11310686529007e-33,0.526962215021759,0.462,0.07,2.34817883836956e-28,"ESCs","Helb"
"Lgals1",7.51677392960656e-33,0.697145970639727,0.75,0.363,2.48143740964172e-28,"ESCs","Lgals1"
"Smad4",7.66787932807332e-33,-0.617687381287749,0.481,0.767,2.53132032378356e-28,"ESCs","Smad4"
"Mllt3",7.77325465113121e-33,-0.861261950915784,0.15,0.538,2.56610682543143e-28,"ESCs","Mllt3"
"Slc25a13",8.67705918088392e-33,0.75958198099665,0.785,0.384,2.8644707767934e-28,"ESCs","Slc25a13"
"Cebpzos",1.44477551532433e-32,0.723474259212926,0.821,0.47,4.76949293118867e-28,"ESCs","Cebpzos"
"Dcakd",1.52028200314333e-32,-0.778556184353308,0.604,0.844,5.01875494877678e-28,"ESCs","Dcakd"
"Ly6e",1.53063400030769e-32,0.685496447300628,0.696,0.304,5.05292896181575e-28,"ESCs","Ly6e"
"Rps15a-ps7",1.53191243415232e-32,-0.606713933394262,0.057,0.387,5.05714932762365e-28,"ESCs","Rps15a-ps7"
"Nsd2",1.55500288767256e-32,-0.765381088381763,0.355,0.718,5.13337553278467e-28,"ESCs","Nsd2"
"Serf1",1.79550048864264e-32,-0.760838778645474,0.158,0.598,5.92730621310708e-28,"ESCs","Serf1"
"Mex3a",1.95843679220535e-32,-0.651484599316272,0.279,0.636,6.46519153842831e-28,"ESCs","Mex3a"
"Iqgap1",2.48342053084915e-32,0.659294894987252,0.788,0.451,8.19826785643922e-28,"ESCs","Iqgap1"
"Hist1h2ap",3.17528795754457e-32,1.19731473004359,0.776,0.507,1.04822606054461e-27,"ESCs","Hist1h2ap"
"Tet2",6.06475786379405e-32,0.548629318810428,0.447,0.046,2.00209786599569e-27,"ESCs","Tet2"
"Fzd3",6.34677148450714e-32,-0.541407069122818,0.093,0.407,2.0951962024655e-27,"ESCs","Fzd3"
"Eef1akmt1",6.49183210406313e-32,-0.65291281281779,0.426,0.724,2.14308361419332e-27,"ESCs","Eef1akmt1"
"Maged2",6.80082594182559e-32,-0.635459501261748,0.166,0.54,2.24508865991546e-27,"ESCs","Maged2"
"Baz2a",8.74396537392946e-32,0.566052328907304,0.762,0.475,2.88655784924159e-27,"ESCs","Baz2a"
"H1f1",9.1053171141219e-32,0.707647672417967,0.644,0.27,3.00584728571392e-27,"ESCs","H1f1"
"Phlda1",1.12607673704546e-31,-0.77058968171704,0.083,0.384,3.71740452433446e-27,"ESCs","Phlda1"
"Trip12",1.20639656776577e-31,0.673323910666827,0.814,0.526,3.98255634950836e-27,"ESCs","Trip12"
"Arid1a",1.26255639147618e-31,-0.62732490521128,0.632,0.841,4.16795115954115e-27,"ESCs","Arid1a"
"Tuba4a",2.82909152620094e-31,0.618991475666442,0.644,0.193,9.33939694629454e-27,"ESCs","Tuba4a"
"Emb",3.31651984207194e-31,-0.881920454298708,0.174,0.513,1.09484953026479e-26,"ESCs","Emb"
"Chmp3",5.28586260024684e-31,0.638057827674519,0.784,0.457,1.74496896159349e-26,"ESCs","Chmp3"
"Akt1",5.43528280248382e-31,-0.50695296198159,0.165,0.507,1.79429555875596e-26,"ESCs","Akt1"
"Sec61g",9.40962435931022e-31,0.606811412985604,0.851,0.55,3.10630519349549e-26,"ESCs","Sec61g"
"Evl",1.05839394528937e-30,-0.627739069586025,0.213,0.588,3.49397009218927e-26,"ESCs","Evl"
"2610005L07Rik",1.08426965129907e-30,0.609767233279418,0.507,0.118,3.5793909728685e-26,"ESCs","2610005L07Rik"
"Tmem132a",1.35117880810857e-30,-0.512703099795679,0.129,0.49,4.46051148132802e-26,"ESCs","Tmem132a"
"Vamp3",1.35762016447528e-30,-0.59235609133878,0.342,0.664,4.4817756869658e-26,"ESCs","Vamp3"
"Mcrip1",1.63313753373809e-30,-0.71996560328672,0.409,0.741,5.39131362637617e-26,"ESCs","Mcrip1"
"Hoxc6",1.65107381287494e-30,-0.72048146170609,0.024,0.385,5.45052487106274e-26,"ESCs","Hoxc6"
"Pmepa1",1.93585881107894e-30,0.552713220443518,0.509,0.113,6.3906571071338e-26,"ESCs","Pmepa1"
"Tshz1",3.07008029914153e-30,-0.611611484399519,0.059,0.406,1.0134949083526e-25,"ESCs","Tshz1"
"Rab34",3.16808981081463e-30,-0.596779830823132,0.211,0.583,1.04584980834613e-25,"ESCs","Rab34"
"Auts2",3.98125804584129e-30,-0.619651453238638,0.228,0.576,1.31429290609313e-25,"ESCs","Auts2"
"Foxp1",4.4063727181897e-30,-0.735412750786757,0.115,0.496,1.45463176172879e-25,"ESCs","Foxp1"
"Smarce1",4.70713736283494e-30,-0.658282513109472,0.386,0.72,1.55392018621907e-25,"ESCs","Smarce1"
"Mex3b",5.09448848450961e-30,-0.504511495842591,0.079,0.395,1.68179253850631e-25,"ESCs","Mex3b"
"Rpl36al",5.1387413460523e-30,0.57485832927511,0.722,0.358,1.69640129315878e-25,"ESCs","Rpl36al"
"Meox1",5.68894906246755e-30,-1.29896833721271,0.026,0.32,1.87803586450179e-25,"ESCs","Meox1"
"Arid3b",1.75739464062869e-29,-0.712886403626967,0.234,0.614,5.80151118764342e-25,"ESCs","Arid3b"
"Sdc4",2.17827554639285e-29,0.668049498390468,0.513,0.142,7.19092323375208e-25,"ESCs","Sdc4"
"Ogfr",2.24387977858557e-29,-0.542359721193923,0.201,0.56,7.40749592506669e-25,"ESCs","Ogfr"
"Hmox1",2.26394262141289e-29,0.516661274986072,0.543,0.207,7.47372738180822e-25,"ESCs","Hmox1"
"Esco2",2.48110345353295e-29,0.573400983307126,0.742,0.43,8.19061872080296e-25,"ESCs","Esco2"
"Hk1",2.51826123954323e-29,0.5618576651687,0.492,0.1,8.3132840039801e-25,"ESCs","Hk1"
"Dlc1",2.82931644969989e-29,0.54100245010157,0.55,0.162,9.34013946374928e-25,"ESCs","Dlc1"
"Rtn3",4.61597271960662e-29,-0.7414907577605,0.56,0.836,1.52382491419654e-24,"ESCs","Rtn3"
"Nfu1",4.70578670469181e-29,0.687653497081948,0.837,0.527,1.55347430695286e-24,"ESCs","Nfu1"
"Id2",5.10376814133872e-29,-0.850468749884232,0.116,0.424,1.68485593881874e-24,"ESCs","Id2"
"Ccni",5.674181661727e-29,-0.637708289366013,0.458,0.749,1.87316085016932e-24,"ESCs","Ccni"
"Mest",5.85978635968086e-29,-1.86506010522896,0.513,0.718,1.93443267305784e-24,"ESCs","Mest"
"Tuba1c",6.4196296829032e-29,0.690118654981793,0.775,0.388,2.11924815092e-24,"ESCs","Tuba1c"
"Rbpms2",7.28025971511089e-29,0.548436259896321,0.789,0.382,2.40335933715241e-24,"ESCs","Rbpms2"
"Nrarp",7.65166884710506e-29,-0.553131108611739,0.056,0.347,2.52596891980632e-24,"ESCs","Nrarp"
"Vcan",1.05598780106406e-28,-0.651390780276718,0.17,0.515,3.48602692887266e-24,"ESCs","Vcan"
"Fstl1",1.38705292212915e-28,-0.610586795747005,0.122,0.442,4.57893910653276e-24,"ESCs","Fstl1"
"Lamc1",1.45464873812194e-28,0.527183947621138,0.582,0.241,4.80208641428814e-24,"ESCs","Lamc1"
"Zfp326",1.8681795915747e-28,-0.545438019191067,0.306,0.631,6.16723446770639e-24,"ESCs","Zfp326"
"Arpc1b",2.23492660435581e-28,0.564956874195303,0.743,0.434,7.37793970629939e-24,"ESCs","Arpc1b"
"Fam89b",2.89081462841807e-28,-0.596890151946568,0.196,0.566,9.54315725133374e-24,"ESCs","Fam89b"
"Immp1l",3.9287848231948e-28,-0.588118359734089,0.345,0.677,1.29697044583307e-23,"ESCs","Immp1l"
"Syce2",5.02035937075497e-28,0.637391781339357,0.784,0.459,1.65732103547363e-23,"ESCs","Syce2"
"Adprh",7.0032090026831e-28,0.580694001374476,0.847,0.619,2.31189935596575e-23,"ESCs","Adprh"
"Acot9",7.79354099258555e-28,0.503059017402344,0.489,0.12,2.57280375247234e-23,"ESCs","Acot9"
"Hspbap1",1.05822030538667e-27,0.50137592478564,0.571,0.218,3.49339687214248e-23,"ESCs","Hspbap1"
"Dll1",1.25459486976649e-27,-0.786379041164887,0.02,0.328,4.14166858407315e-23,"ESCs","Dll1"
"Polr3g",1.43561032807816e-27,0.513476527789284,0.662,0.342,4.73923681505164e-23,"ESCs","Polr3g"
"Mrps5",1.73244316382144e-27,0.615295957296283,0.866,0.655,5.71914137240735e-23,"ESCs","Mrps5"
"Gm43078",1.81696830135425e-27,0.573462617499992,0.899,0.62,5.99817575643064e-23,"ESCs","Gm43078"
"S100a13",2.35797680240276e-27,0.585966430148402,0.335,0.032,7.784153020092e-23,"ESCs","S100a13"
"Hoxa7",2.64262458845241e-27,-0.924864363265997,0.1,0.456,8.7238322913991e-23,"ESCs","Hoxa7"
"Nabp2",2.87642760991845e-27,-0.551553487349089,0.427,0.698,9.49566282586277e-23,"ESCs","Nabp2"
"Cpsf6",4.89598953016696e-27,-0.615757398895602,0.627,0.845,1.61626406369872e-22,"ESCs","Cpsf6"
"Tcf4",5.56421906347643e-27,-0.89857683924845,0.511,0.796,1.83685999723484e-22,"ESCs","Tcf4"
"Cisd2",7.36287583700427e-27,-0.552079183002494,0.44,0.72,2.43063257131185e-22,"ESCs","Cisd2"
"Tsg101",8.33091385471477e-27,-0.555749365888033,0.521,0.767,2.75020128171844e-22,"ESCs","Tsg101"
"Usp9x",9.9750127625767e-27,0.545232607741792,0.632,0.322,3.29295121318182e-22,"ESCs","Usp9x"
"Pdgfa",1.02719750692339e-26,0.588279877194156,0.691,0.319,3.39098440985548e-22,"ESCs","Pdgfa"
"Ptk7",1.17063950010962e-26,-0.531858672682124,0.191,0.516,3.86451511776186e-22,"ESCs","Ptk7"
"Zfp992",2.2650591862618e-26,0.543731625697791,0.565,0.203,7.47741338568745e-22,"ESCs","Zfp992"
"Hoxc9",2.82815687394596e-26,-0.813963652831835,0.06,0.375,9.33631147227039e-22,"ESCs","Hoxc9"
"Rbm28",2.8925941868346e-26,0.607318604766295,0.862,0.634,9.54903192957838e-22,"ESCs","Rbm28"
"Sfrp1",3.30414427858974e-26,0.539841366697707,0.618,0.234,1.09076410924805e-21,"ESCs","Sfrp1"
"Foxc1",3.34327933299863e-26,-0.694753473266543,0.03,0.35,1.10368337340951e-21,"ESCs","Foxc1"
"Sp5",3.38502650258519e-26,-0.703366791673202,0.037,0.347,1.11746494903342e-21,"ESCs","Sp5"
"H1f5",5.98228323583877e-26,1.21658020032986,0.84,0.618,1.97487134181509e-21,"ESCs","H1f5"
"Prrc1",6.92982223607769e-26,0.564900720404368,0.597,0.269,2.28767291657397e-21,"ESCs","Prrc1"
"Prelid2",7.75214805307276e-26,0.604057783774022,0.557,0.22,2.55913911528038e-21,"ESCs","Prelid2"
"Pbx2",1.23724732612824e-25,-0.594425673402169,0.303,0.642,4.08440087301455e-21,"ESCs","Pbx2"
"Lrpap1",1.35652526764308e-25,0.556763345135319,0.689,0.388,4.47816121354335e-21,"ESCs","Lrpap1"
"Mta1",1.57445989479714e-25,-0.511558111823838,0.394,0.668,5.19760700470433e-21,"ESCs","Mta1"
"Zfp422",2.62865972089067e-25,-0.553968891163613,0.17,0.496,8.67773147060427e-21,"ESCs","Zfp422"
"Cdca3",3.5214054168267e-25,0.606955886748216,0.912,0.694,1.16248635620283e-20,"ESCs","Cdca3"
"Rdm1",4.29488762364223e-25,0.56923251485412,0.604,0.268,1.41782830231677e-20,"ESCs","Rdm1"
"Suz12",4.71516040889689e-25,0.612766380420428,0.849,0.604,1.55656875418504e-20,"ESCs","Suz12"
"Vps72",5.08068152228671e-25,-0.575396143797127,0.411,0.702,1.67723458413729e-20,"ESCs","Vps72"
"Cyb5b",5.35376156777929e-25,0.682214465462213,0.808,0.487,1.7673837687553e-20,"ESCs","Cyb5b"
"Epha5",6.23337788782589e-25,-0.593537045128882,0.014,0.262,2.05776270832908e-20,"ESCs","Epha5"
"Eif3j1",6.49416078144341e-25,0.543183735224934,0.663,0.314,2.1438523571701e-20,"ESCs","Eif3j1"
"Tars",8.42618464970353e-25,0.546496784843375,0.852,0.628,2.78165207656013e-20,"ESCs","Tars"
"Gm11478",1.47992239640254e-24,-0.611844971587656,0.482,0.755,4.88551981500408e-20,"ESCs","Gm11478"
"Slc9a3r1",1.97707651129217e-24,-0.664692163394377,0.388,0.64,6.52672497907772e-20,"ESCs","Slc9a3r1"
"Bms1",3.03474934707358e-24,0.601739193449723,0.856,0.642,1.00183145445593e-19,"ESCs","Bms1"
"Foxc2",3.05602609726172e-24,-0.588325508932414,0.016,0.257,1.00885533522804e-19,"ESCs","Foxc2"
"Ehmt1",3.24493017065209e-24,-0.544093415829078,0.444,0.716,1.07121634793567e-19,"ESCs","Ehmt1"
"Anln",4.94572087727169e-24,0.561714423327481,0.656,0.343,1.63268137600493e-19,"ESCs","Anln"
"Tsen15",6.15477384802348e-24,-0.519551529214721,0.274,0.599,2.03181394270951e-19,"ESCs","Tsen15"
"Hoxa9",6.16877276803556e-24,-0.517147274549392,0.021,0.284,2.0364352661839e-19,"ESCs","Hoxa9"
"Dstn",6.28703386300776e-24,0.563070953229057,0.844,0.589,2.07547561885612e-19,"ESCs","Dstn"
"Serinc1",6.70388605507882e-24,-0.506309428328102,0.221,0.559,2.21308686450262e-19,"ESCs","Serinc1"
"Tspan13",7.34182919591896e-24,-0.594999218381173,0.407,0.651,2.42368465415677e-19,"ESCs","Tspan13"
"Metrn",7.99471026202731e-24,-0.664006071060142,0.353,0.617,2.63921375170046e-19,"ESCs","Metrn"
"Cbx3",8.84320024413571e-24,0.595870455059442,0.845,0.562,2.91931726459408e-19,"ESCs","Cbx3"
"Hmgn5",9.06145789196881e-24,-0.576406374179817,0.189,0.559,2.99136847929674e-19,"ESCs","Hmgn5"
"Nkx1-2",1.47841058433441e-23,-0.549543719482224,0.019,0.295,4.88052902100476e-19,"ESCs","Nkx1-2"
"Gm48146",1.95584822850462e-23,0.603789129804553,0.51,0.216,6.45664617193944e-19,"ESCs","Gm48146"
"Ubr5",2.38349015384376e-23,0.536184060223396,0.8,0.576,7.86837769586903e-19,"ESCs","Ubr5"
"H1f3",4.05885144163318e-23,0.534184730401162,0.557,0.244,1.33990803791195e-18,"ESCs","H1f3"
"Igfbp5",4.5207298697642e-23,-1.53425167965729,0.23,0.455,1.49238334460656e-18,"ESCs","Igfbp5"
"Cth",5.19983219084191e-23,0.511420671906686,0.557,0.253,1.71656860284073e-18,"ESCs","Cth"
"Nr6a1",5.63297893137149e-23,-0.573841532784142,0.193,0.53,1.85955900482436e-18,"ESCs","Nr6a1"
"Cited1",1.15127552002357e-22,-0.897016379285492,0.094,0.372,3.8005907467018e-18,"ESCs","Cited1"
"Pim3",1.46961769398491e-22,0.505115979983886,0.55,0.212,4.85150193138299e-18,"ESCs","Pim3"
"Foxn3",1.64284124383841e-22,-0.528580814097665,0.22,0.558,5.42334751415936e-18,"ESCs","Foxn3"
"Erich1",1.81157240257673e-22,0.550521309555815,0.598,0.228,5.98036281538629e-18,"ESCs","Erich1"
"Nr2f2",2.00679528379873e-22,-0.573913703918068,0.067,0.299,6.62483259087637e-18,"ESCs","Nr2f2"
"Dll3",2.63293379315782e-22,-0.535132616154059,0.097,0.33,8.69184103797259e-18,"ESCs","Dll3"
"Sfrp2",2.76584992030584e-22,-0.631862976859274,0.122,0.416,9.13062375691364e-18,"ESCs","Sfrp2"
"Il17rd",3.47666824049963e-22,-0.507600066991687,0.127,0.445,1.14771771955374e-17,"ESCs","Il17rd"
"Pax3",4.02330471212209e-22,-0.502536162706749,0.009,0.231,1.32817335156574e-17,"ESCs","Pax3"
"Ccne1",4.47473305601138e-22,0.509961661843476,0.793,0.532,1.47719887645048e-17,"ESCs","Ccne1"
"Gng3",4.88491101666762e-22,0.513356135920658,0.482,0.135,1.61260682482231e-17,"ESCs","Gng3"
"Asf1a",5.17878897963006e-22,-0.533705219588881,0.515,0.751,1.70962181795547e-17,"ESCs","Asf1a"
"Mrps31",6.30843771606053e-22,0.550230731415225,0.751,0.467,2.0825414588259e-17,"ESCs","Mrps31"
"Gstm5",8.97870712435784e-22,-0.646710448899217,0.062,0.398,2.96405079589301e-17,"ESCs","Gstm5"
"Slc6a6",1.29288614080964e-21,0.560654799772619,0.667,0.348,4.2680757280408e-17,"ESCs","Slc6a6"
"Id3",1.35877124343066e-21,-1.09756424745254,0.273,0.568,4.48557562881328e-17,"ESCs","Id3"
"Hprt",1.45043337167176e-21,0.544143137162168,0.837,0.548,4.78817064656283e-17,"ESCs","Hprt"
"Map4",1.57177775100261e-21,0.503942243286476,0.621,0.308,5.18875271160983e-17,"ESCs","Map4"
"Map1b",1.90464057640945e-21,-0.739702511233253,0.438,0.658,6.28759947084288e-17,"ESCs","Map1b"
"Gsk3b",2.39072022164461e-21,-0.608933937613459,0.559,0.79,7.89224559569318e-17,"ESCs","Gsk3b"
"Tenm4",2.4709533315996e-21,-0.512148944469215,0.137,0.416,8.1571111382766e-17,"ESCs","Tenm4"
